,id,name,state,latitude,longitude,source,dayduration,age,total_spent_Doohickey,total_spent_Gadget,total_spent_Gizmo,total_spent_Widget,total_orders,discount_usage_proportion,email_provider
1223,1224,Emmy Schimmel,WA,48.0473,-120.376,Twitter,2774,49,,,,,,,yahoo
1224,1225,Alayna Beatty,KS,37.629,-97.7365,Facebook,2715,41,1786.4011,1325.2022,381.4623,487.26919999999996,20.0,0.15,yahoo
1225,1226,Veronica Stark,TX,33.5128,-97.4473,Twitter,2886,46,510.1459,1875.8276,1043.9023,1814.3071,21.0,0.09523809523809523,hotmail
1226,1227,Murray Wintheiser,GA,32.6381,-83.1864,Organic,2500,61,1231.2892,820.2629,180.7268,107.196,9.0,0.2222222222222222,yahoo
1227,1228,Joe Becker,NC,35.5115,-80.6826,Affiliate,2372,65,0.0,6548.0287,2698.796,575.3257,18.0,0.0,yahoo
1228,1229,Angel Auer,IL,40.4097,-90.8942,Facebook,2773,37,82.65870000000001,311.6478,305.1906,2389.5513,14.0,0.07142857142857142,hotmail
1229,1230,Sigmund King,SC,33.4477,-80.6425,Twitter,2644,60,558.517,537.7271000000001,809.3053000000001,109.167,9.0,0.0,gmail
1230,1231,Brielle Ondricka,KY,36.5703,-88.188,Twitter,3048,53,0.0,1281.9486000000002,1312.9061000000002,0.0,7.0,0.0,gmail
1231,1232,Dane Monahan,NY,43.1903,-74.8284,Affiliate,2323,55,1813.6903,6292.856,625.6028,1251.5836,30.0,0.16666666666666666,yahoo
1232,1233,Agnes Spinka,CA,33.3826,-117.175,Organic,2586,43,,,,,,,yahoo
1233,1234,Abdiel Huel,SC,34.013,-81.253,Facebook,2264,38,1300.7521,1465.2814,1141.7912999999999,192.793,17.0,0.11764705882352941,gmail
1234,1235,Nellie Wilderman,SC,34.5343,-80.3576,Organic,2616,51,,,,,,,hotmail
1235,1236,Freida Wiza,PA,39.9149,-76.2467,Organic,3110,41,252.20440000000002,177.0658,676.2502999999999,802.8883999999998,9.0,0.0,hotmail
1236,1237,Theresa Hudson,MN,44.54,-93.1129,Organic,2491,35,277.0142,97.6052,925.8348000000001,229.2046,10.0,0.2,gmail
1237,1238,Josh Schimmel,KS,39.4672,-96.5883,Twitter,3118,27,1640.6589,342.8112,488.0018,399.2731,11.0,0.09090909090909091,gmail
1238,1239,Gianni Hansen,IL,39.9208,-88.7072,Twitter,3171,26,,,,,,,yahoo
1239,1240,Clementine Schmitt,CA,38.1094,-120.931,Google,2703,61,536.8405,1892.4398,2157.8297,1083.5246,28.0,0.07142857142857142,gmail
1240,1241,Danial Hegmann,KS,38.8065,-97.9226,Affiliate,2535,44,119.20859999999999,261.4678,113.3949,0.0,5.0,0.0,gmail
1241,1242,Tad Ruecker,WI,44.1059,-89.9402,Affiliate,3014,48,0.0,132.22050000000002,147.6613,116.6262,4.0,0.0,yahoo
1242,1243,Nikolas Waelchi,CA,36.8655,-121.442,Twitter,2961,63,759.112,6857.3285000000005,2575.0998,1121.4337,24.0,0.041666666666666664,yahoo
1243,1244,Hollie Carter,TX,30.9262,-93.9436,Google,3143,55,29.5172,446.9325,659.847,341.2501,5.0,0.0,hotmail
1244,1245,Justine Schneider,SC,34.9476,-81.5415,Organic,2574,40,141.5548,106.8104,0.0,274.4904,3.0,0.0,hotmail
1245,1246,Leonardo Fahey,KS,37.1022,-96.3492,Google,2641,25,350.3995,130.6294,166.5232,6160.0307999999995,12.0,0.08333333333333333,hotmail
1246,1247,Alysson Cartwright,IA,43.4056,-93.659,Affiliate,3202,62,70.4356,393.29290000000003,326.3072,0.0,4.0,0.0,yahoo
1247,1248,Cassandra Nicolas,MI,46.0148,-84.0355,Google,2201,41,484.831,1268.3852000000002,835.1763000000001,1219.7517,14.0,0.14285714285714285,hotmail
1248,1249,Janis Bode,TX,31.9162,-98.7254,Google,2553,66,346.281,257.1684,498.3435,0.0,6.0,0.3333333333333333,hotmail
1249,1250,Brenda Buckridge,OH,40.4061,-83.6029,Twitter,3036,48,46.899,414.3797,81.5978,959.5948000000001,8.0,0.25,hotmail
1250,1251,Flavio Blick,SC,33.5631,-79.9478,Facebook,2316,53,,,,,,,yahoo
1251,1252,Durward Kilback,IA,43.1217,-91.707,Twitter,3018,47,35.3887,550.9735000000001,0.0,411.947,6.0,0.0,gmail
1252,1253,Maeve Bernier,WA,47.1022,-118.322,Facebook,3099,26,776.7568,127.695,621.6587999999999,581.1154,9.0,0.1111111111111111,gmail
1253,1254,Watson Gerhold,MT,48.8441,-105.508,Twitter,2907,41,0.0,513.9313999999999,50.4337,1145.2418,8.0,0.0,gmail
1254,1255,Tia Pfeffer,LA,32.4712,-93.7013,Facebook,3126,31,,,,,,,gmail
1255,1256,Archibald Wunsch,GA,33.0973,-84.2696,Google,3187,32,,,,,,,yahoo
1256,1257,Marley Gorczany,MI,43.0993,-84.748,Facebook,2675,39,,,,,,,hotmail
1257,1258,Vernice Bernier,NY,43.1691,-76.3969,Organic,2503,32,123.9572,45.2232,360.48400000000004,227.0825,5.0,0.2,hotmail
1258,1259,Elinore Carroll,MS,33.7404,-89.6498,Affiliate,2539,48,0.0,44.0735,0.0,250.488,2.0,0.5,yahoo
1259,1260,Miles VonRueden,AR,36.056,-94.5138,Twitter,2516,54,0.0,0.0,40.7989,0.0,1.0,0.0,gmail
1260,1261,Mariam Schumm,AL,33.6022,-87.9937,Affiliate,2253,64,,,,,,,yahoo
1261,1262,Maurice Zboncak,TX,29.1216,-96.7786,Google,2961,55,218.0279,364.6804,585.1709000000001,635.6172,8.0,0.0,gmail
1262,1263,Lila Von,IL,39.8194,-88.651,Organic,2973,26,0.0,452.2552,339.5656,334.323,12.0,0.08333333333333333,hotmail
1263,1264,Grace Hills,CO,38.4334,-102.418,Google,2282,40,367.4941,258.9605,898.6987,1073.1385,20.0,0.15,gmail
1264,1265,Rebeka Wisoky,NC,35.2892,-77.292,Facebook,2720,27,246.1716,118.22819999999999,0.0,769.5629,7.0,0.0,hotmail
1265,1266,Leta Heidenreich,MT,45.8947,-104.304,Facebook,2774,29,217.40359999999998,1778.5545,937.3362000000001,259.3079,18.0,0.1111111111111111,yahoo
1266,1267,Fatima Murphy,MT,47.1361,-105.325,Google,2725,46,25.5363,0.0,76.2832,0.0,2.0,0.5,gmail
1267,1268,Lenna Hahn,LA,29.351,-90.4858,Facebook,2277,50,80.8905,0.0,0.0,832.3354999999999,3.0,0.0,yahoo
1268,1269,Pat Jast,MD,38.8402,-76.6796,Google,2685,30,607.3986,882.1990999999999,782.6377,1007.8518,22.0,0.18181818181818182,hotmail
1269,1270,Hobart Dickinson,TN,36.0683,-87.4434,Twitter,2156,55,915.0245,568.6383999999999,906.9378000000002,894.5541000000001,17.0,0.29411764705882354,gmail
1270,1271,Pearlie Heidenreich,ME,44.335,-69.2917,Twitter,3171,26,491.8923,394.2841,710.7165,387.43710000000004,11.0,0.18181818181818182,hotmail
1271,1272,Lonny Shanahan,MO,39.1605,-93.8438,Affiliate,2920,63,607.8836,1123.69,685.7258,910.45,20.0,0.05,yahoo
1272,1273,Rosella Bergstrom,MS,32.4329,-90.657,Organic,2785,53,96.99,133.6062,119.136,401.1153,7.0,0.2857142857142857,gmail
1273,1274,Carmel Cummerata,IN,40.9061,-87.4156,Facebook,2182,29,1175.9299,260.5313,1208.9466,388.4882,17.0,0.11764705882352941,hotmail
1274,1275,Omer Sipes,AR,33.5161,-93.7422,Affiliate,2986,51,126.5004,285.4624,0.0,301.7819,8.0,0.0,yahoo
1275,1276,Constantin Harris,TX,31.7015,-98.7615,Affiliate,2376,66,256.0272,0.0,74.9455,0.0,2.0,0.0,hotmail
1276,1277,Pansy Hermann,TX,26.2982,-97.6897,Affiliate,2384,47,,,,,,,hotmail
1277,1278,Lazaro Keebler,IA,42.0887,-91.9756,Facebook,2989,51,,,,,,,gmail
1278,1279,Patience Strosin,TX,32.4656,-99.8982,Facebook,2918,40,,,,,,,yahoo
1279,1280,Jimmie Lang,NE,40.3663,-98.6484,Organic,3178,63,1023.2186,291.972,2623.1938999999998,1240.1376,18.0,0.2222222222222222,hotmail
1280,1281,Noel Ziemann,LA,31.6609,-93.0025,Google,2629,64,190.9794,894.8504,477.2399,932.0344,13.0,0.15384615384615385,gmail
1281,1282,Verlie Bartell,KS,38.8006,-95.3116,Organic,2848,50,701.7205,218.2902,0.0,505.4832,8.0,0.25,yahoo
1282,1283,Yadira Conroy,IN,38.6939,-86.5456,Google,2232,46,209.643,1192.5603,1389.3157,388.13550000000004,13.0,0.23076923076923078,gmail
1283,1284,Tiara Conroy,IA,41.0579,-92.5417,Twitter,3153,56,,,,,,,gmail
1284,1285,Eleazar Satterfield,TX,29.3565,-95.4307,Organic,3134,33,,,,,,,hotmail
1285,1286,Haven Yundt,TX,29.8014,-97.9904,Facebook,2626,33,,,,,,,hotmail
1286,1287,Celine Hegmann,IL,38.4708,-89.3742,Twitter,2719,54,454.1381,457.41240000000005,135.154,711.4618,9.0,0.0,hotmail
1287,1288,Norwood Lind,MT,48.751,-104.842,Facebook,2380,52,0.0,257.6385,0.0,0.0,1.0,0.0,gmail
1288,1289,Loy Krajcik,MN,43.5181,-92.3385,Google,2208,50,900.9791,2320.7592,412.789,471.5576,22.0,0.045454545454545456,yahoo
1289,1290,Pasquale Ryan,PA,41.8676,-77.76,Twitter,2940,53,454.2229,1443.1764,1260.4476,732.3648000000001,17.0,0.11764705882352941,gmail
1290,1291,Tyshawn Hermiston,MN,44.7528,-93.4899,Google,2570,58,221.4253,772.1464000000001,580.5974,94.8025,9.0,0.4444444444444444,yahoo
1291,1292,Kaleb Schultz,TX,30.1213,-95.7522,Facebook,2385,33,0.0,0.0,464.0568,76.00829999999999,2.0,0.0,yahoo
1292,1293,Oma Schulist,NC,35.4777,-77.0751,Twitter,2542,43,,,,,,,hotmail
1293,1294,Santiago Luettgen,ID,44.4915,-116.377,Affiliate,2171,36,263.5308,1435.0078,469.1789,1074.0095000000001,19.0,0.2631578947368421,gmail
1294,1295,Zachariah Cartwright,NC,36.3623,-80.5074,Facebook,2769,33,0.0,294.24760000000003,55.4892,0.0,3.0,0.0,yahoo
1295,1296,Sterling Koch,MN,47.052,-93.2241,Twitter,2891,63,194.8725,467.93800000000005,882.2002,233.8205,10.0,0.3,hotmail
1296,1297,Colt Leuschke,ND,47.9615,-101.383,Twitter,3181,27,326.5294,729.6247999999999,403.0972,486.5501,10.0,0.1,hotmail
1297,1298,Rick Yost,NY,42.9956,-77.6283,Facebook,2226,56,193.5214,460.9751,583.4328,179.3068,12.0,0.25,hotmail
1298,1299,Easton Kuhlman,SD,43.9161,-99.123,Affiliate,3060,61,600.7392,1006.3582,364.7735,786.0402999999999,15.0,0.06666666666666667,gmail
1299,1300,Cleo Harber,AR,33.216,-92.2871,Google,2319,29,1134.673,719.9622,1036.6577,2190.1529,20.0,0.15,gmail
1300,1301,Oda Yost,NY,42.65,-73.771,Affiliate,2153,32,376.3634,73.6515,920.2193000000002,77.9111,8.0,0.125,hotmail
1301,1302,August Wiza,SD,44.3943,-102.748,Google,2242,54,965.7399,359.8963,692.7952,3009.9148,21.0,0.19047619047619047,gmail
1302,1303,Ricky Kulas,IA,42.9114,-92.1992,Facebook,2773,24,0.0,0.0,398.6496,127.0179,2.0,0.0,gmail
1303,1304,Brenda Gibson,PA,40.8735,-79.0551,Organic,2983,53,430.323,1333.1452,847.6746,2024.0526,18.0,0.0,hotmail
1304,1305,Isabel Swaniawski,NY,43.3071,-76.7239,Organic,2128,55,149.742,45.2232,151.1932,0.0,3.0,0.0,gmail
1305,1306,Ana Cruickshank,TX,30.3174,-98.6212,Organic,2463,53,151.9344,264.9782,632.4777,0.0,4.0,0.25,gmail
1306,1307,Filomena Larson,AL,33.8241,-87.2233,Google,2564,35,776.4849999999999,1928.487,673.4934,4277.291200000001,19.0,0.15789473684210525,hotmail
1307,1308,Sabina Borer,SD,43.0469,-96.9233,Organic,2585,63,551.7102,157.40980000000002,290.3385,359.7677,8.0,0.0,gmail
1308,1309,Camilla Wintheiser,VA,37.1724,-79.6183,Facebook,2563,66,627.8932,696.8053,482.2259,229.98350000000002,14.0,0.14285714285714285,yahoo
1309,1310,Nicola Krajcik,PA,39.7596,-79.9512,Organic,2404,44,0.0,0.0,0.0,158.7332,1.0,1.0,yahoo
1310,1311,Vance Mueller,MS,34.1456,-90.8788,Twitter,3086,44,,,,,,,gmail
1311,1312,Isom Welch,MN,43.8035,-91.9422,Twitter,2620,48,0.0,178.02249999999998,0.0,469.3188,3.0,0.3333333333333333,yahoo
1312,1313,Darien Botsford,AZ,32.9666,-114.462,Organic,3211,54,0.0,0.0,260.5469,0.0,2.0,0.0,yahoo
1313,1314,Roel Gislason,WA,46.9988,-118.726,Organic,2535,42,175.745,0.0,0.0,0.0,1.0,0.0,gmail
1314,1315,Lillian McDermott,AK,66.9747,-160.424,Organic,2631,65,,,,,,,gmail
1315,1316,Walker Carter,CA,39.2873,-122.999,Google,2911,28,560.4088,102.2562,132.8832,1076.9418,7.0,0.14285714285714285,yahoo
1316,1317,Everett Effertz,MI,43.942,-85.5025,Google,2169,51,720.0284,2035.9932,2409.1539000000002,2049.9233,35.0,0.14285714285714285,hotmail
1317,1318,Gabrielle Frami,KS,38.5122,-95.1799,Twitter,3139,39,,,,,,,gmail
1318,1319,Arnold Krajcik,IA,42.1665,-94.2723,Google,2380,45,257.745,904.0766,907.8958,1207.3212,18.0,0.1111111111111111,yahoo
1319,1320,Maud Wilkinson,NE,41.6264,-97.79,Twitter,2168,49,,,,,,,yahoo
1320,1321,Vincenza Lehner,MI,44.512,-85.342,Facebook,2182,45,,,,,,,hotmail
1321,1322,Ole Krajcik,IA,41.12,-93.1939,Affiliate,2195,30,420.677,579.594,832.8784999999999,480.6512,15.0,0.13333333333333333,hotmail
1322,1323,Ambrose Johnson,CO,37.9156,-106.053,Organic,2240,52,857.5109,67.1744,93.5282,77.233,6.0,0.0,gmail
1323,1324,Holden Huel,LA,30.6939,-93.1793,Affiliate,3153,24,340.99830000000003,568.6094999999999,537.3099,568.3546,11.0,0.0,gmail
1324,1325,Ozella Kautzer,TX,29.3689,-99.7113,Facebook,2779,33,,,,,,,hotmail
1325,1326,Maximillian Dickinson,MI,44.1424,-83.6579,Google,2171,28,67.7547,158.5756,146.4028,524.8111,5.0,0.0,gmail
1326,1327,Marian Rice,TX,30.1235,-97.8063,Organic,3205,63,,,,,,,yahoo
1327,1328,Randy Blanda,PA,41.7181,-80.1077,Facebook,2201,28,448.12,1248.3207,1208.3176,2053.2281,25.0,0.24,gmail
1328,1329,Michale Mayer,MN,44.182,-94.273,Organic,2829,38,625.3371999999999,1502.996,120.9617,1536.2312,18.0,0.0,yahoo
1329,1330,Woodrow Hermann,IL,40.5395,-87.9628,Facebook,2823,25,0.0,870.9272,953.7665000000001,215.82190000000003,10.0,0.1,gmail
1330,1331,Jed Bartell,TX,32.2923,-98.3574,Organic,2174,47,85.3424,82.9538,186.5256,82.383,5.0,0.0,gmail
1331,1332,Edmund Wilkinson,VT,44.2938,-72.3224,Twitter,3215,34,210.3346,903.4272,706.2493,270.314,11.0,0.0,hotmail
1332,1333,Braeden Stehr,SC,33.012,-80.9379,Twitter,3126,66,0.0,222.1068,0.0,0.0,1.0,0.0,hotmail
1333,1334,Liam Graham,NY,43.2814,-75.6733,Google,2977,30,0.0,167.936,395.9082,0.0,2.0,0.0,yahoo
1334,1335,Marilou Schultz,MN,47.2295,-94.9404,Google,2596,38,866.4679,3841.6443,751.9678,545.3495,24.0,0.16666666666666666,hotmail
1335,1336,Raymond Larson,AK,60.0127,-151.499,Organic,2463,52,,,,,,,yahoo
1336,1337,Hermann Sanford,CO,39.3225,-103.405,Affiliate,3010,55,,,,,,,hotmail
1337,1338,Joanne Powlowski,ND,48.9662,-100.74,Facebook,3175,37,0.0,0.0,513.7103,127.4391,3.0,0.0,yahoo
1338,1339,Candida Turcotte,GA,33.4579,-81.9674,Google,2618,51,,,,,,,yahoo
1339,1340,Lucinda Schmeler,OK,36.2712,-94.7353,Organic,2960,26,,,,,,,hotmail
1340,1341,Sigrid Runolfsdottir,MS,30.9326,-89.5662,Facebook,2669,59,358.9392,763.0761,616.3924999999999,136.2495,12.0,0.0,gmail
1341,1342,Brittany Thompson,MO,37.2914,-93.5638,Twitter,2685,45,806.4879000000001,234.25119999999998,858.4821999999999,665.5884000000001,12.0,0.0,yahoo
1342,1343,Brianne Jacobson,IA,42.1302,-95.9202,Twitter,2611,53,233.0653,847.9094,362.9472,0.0,7.0,0.14285714285714285,yahoo
1343,1344,Buddy Hills,MI,44.8609,-85.6625,Twitter,2142,58,665.9111,2981.5486,1530.7056000000002,2868.2269,21.0,0.047619047619047616,gmail
1344,1345,Alice Connelly,NE,40.7873,-98.3403,Facebook,3136,39,,,,,,,gmail
1345,1346,Gerard Ruecker,VA,37.1774,-78.1801,Facebook,3177,38,0.0,0.0,381.9385,0.0,1.0,0.0,hotmail
1346,1347,Mya Gleason,MO,38.0327,-92.4762,Facebook,2467,30,,,,,,,yahoo
1347,1348,Maryam Nolan,AK,53.894,-166.543,Organic,3043,35,276.6903,134.6892,140.3793,357.3684,8.0,0.0,hotmail
1348,1349,London Ryan,CA,39.9814,-122.274,Organic,2751,44,748.1501000000001,1015.2101,1842.901,1097.9591,32.0,0.09375,yahoo
1349,1350,Jacey Schoen,AK,61.7039,-150.143,Google,2908,28,570.1678999999999,325.294,765.1279,1542.3753000000002,15.0,0.0,hotmail
1350,1351,Carolina Crona,NE,42.0,-101.714,Twitter,3204,45,0.0,171.4056,948.4131,317.44410000000005,9.0,0.1111111111111111,yahoo
1351,1352,Gaston McCullough,MI,42.1886,-84.3864,Affiliate,2247,41,1321.9978,6330.635700000001,2161.5479,1991.2218,39.0,0.07692307692307693,hotmail
1352,1353,Merritt Hintz,CA,37.404,-120.802,Twitter,2173,59,,,,,,,gmail
1353,1354,Melisa Reynolds,TX,30.0697,-96.2769,Affiliate,2242,40,193.24059999999997,1579.163,1018.3827999999999,889.4057,20.0,0.05,hotmail
1354,1355,Miracle Erdman,NE,41.2071,-102.807,Organic,3089,52,0.0,297.2154,51.0726,0.0,2.0,0.0,gmail
1355,1356,Tressie Boyle,IN,41.2919,-85.6941,Organic,2946,26,123.0858,258.8655,162.051,438.5561,10.0,0.1,hotmail
1356,1357,Orlo Romaguera,IL,41.1399,-90.6579,Organic,2863,33,170.4744,51.9413,811.6067,1031.0122000000001,13.0,0.3076923076923077,yahoo
1357,1358,Chadd Doyle,KS,37.814,-96.9759,Twitter,2499,56,597.8639000000001,570.8969,266.6479,444.9719,17.0,0.11764705882352941,hotmail
1358,1359,Brett Koepp,MS,34.481,-89.0451,Affiliate,2983,49,0.0,0.0,0.0,869.1870000000001,2.0,0.0,yahoo
1359,1360,Kaleigh Dicki,TX,30.0816,-94.2733,Organic,2950,38,,,,,,,hotmail
1360,1361,Jadyn Barrows,IL,40.6779,-90.315,Facebook,2848,58,,,,,,,gmail
1361,1362,Marcus Kuhn,AZ,33.4827,-113.101,Organic,2419,31,,,,,,,hotmail
1362,1363,Toy Osinski,IA,42.8116,-93.4376,Organic,2580,51,0.0,162.388,504.5061,0.0,4.0,0.0,hotmail
1363,1364,Trevor Smith,LA,31.5672,-93.5245,Google,3152,40,0.0,88.0924,577.1248,341.0184,4.0,0.0,yahoo
1364,1365,Mollie Kozey,MO,38.6182,-92.1926,Organic,2621,61,56.0511,0.0,339.1491,131.2409,5.0,0.0,hotmail
1365,1366,Carlie Hilll,NE,42.3862,-99.8827,Twitter,3198,55,411.4871,175.1028,632.8222000000001,783.2248,14.0,0.0,hotmail
1366,1367,Bonnie Kemmer,SC,34.3918,-80.7249,Twitter,2568,41,391.88820000000004,0.0,0.0,0.0,2.0,0.5,hotmail
1367,1368,Hugh Konopelski,CO,39.3702,-105.376,Twitter,2689,56,481.3048,0.0,862.6067,320.45439999999996,7.0,0.0,gmail
1368,1369,Rosalee Reinger,ND,48.5439,-98.8272,Facebook,2580,61,0.0,0.0,102.1452,498.5452,3.0,0.0,gmail
1369,1370,Emanuel Corwin,CO,38.9132,-105.703,Twitter,2309,42,521.3534,8378.1524,1228.3371000000002,974.5808,19.0,0.0,gmail
1370,1371,Ida Kohler,GA,30.7317,-83.4886,Facebook,2421,28,,,,,,,gmail
1371,1372,Celestine Rowe,NY,42.9407,-77.5614,Affiliate,2821,58,,,,,,,gmail
1372,1373,Salvatore Hand,KS,38.8894,-95.7327,Organic,2278,25,,,,,,,yahoo
1373,1374,Kory Bosco,ID,45.2383,-115.813,Google,3023,37,0.0,44.5326,0.0,291.7668,3.0,0.3333333333333333,yahoo
1374,1375,Serena Langosh,TN,36.4924,-86.9663,Organic,2711,57,404.4191,1497.9335999999998,4688.9286,357.8872,17.0,0.058823529411764705,yahoo
1375,1376,Nova Collins,NM,32.9093,-103.266,Google,2306,61,,,,,,,yahoo
1376,1377,Lempi Wyman,MS,34.7795,-89.2972,Organic,2252,35,567.2908,851.8114,835.3808,1145.4318,19.0,0.0,yahoo
1377,1378,Magdalen Torp,PA,40.9874,-77.5623,Affiliate,2468,54,795.9688,424.65090000000004,1570.2987,840.0643,19.0,0.2631578947368421,yahoo
1378,1379,Domenick Cormier,WA,48.5015,-122.195,Twitter,2176,32,,,,,,,gmail
1379,1380,Ruthe Hane,TN,36.1746,-83.1806,Facebook,2645,27,324.3456,0.0,486.7635,545.4522,8.0,0.125,hotmail
1380,1381,Kiarra O'Kon,MN,44.0435,-92.8169,Organic,3077,52,263.5688,1247.8904,0.0,337.7626,5.0,0.2,yahoo
1381,1382,Carol Feil,AL,31.8285,-86.6683,Twitter,2356,65,639.1711,922.0191,1085.9014000000002,456.704,14.0,0.21428571428571427,hotmail
1382,1383,Una Hermann,TX,30.7944,-96.2974,Organic,2277,49,1055.2706,4880.3886,1615.3416,881.8863000000001,23.0,0.08695652173913043,yahoo
1383,1384,Timothy Trantow,NY,42.9793,-73.9589,Facebook,2951,43,,,,,,,yahoo
1384,1385,Evangeline Hartmann,TX,33.6857,-96.7741,Google,2234,47,,,,,,,yahoo
1385,1386,Eliza Anderson,IL,40.5598,-87.7348,Facebook,2194,27,,,,,,,hotmail
1386,1387,Linnea Dickens,AR,33.6264,-91.4221,Organic,2490,27,979.0604000000001,374.8347,0.0,33.2124,8.0,0.0,gmail
1387,1388,Ronny Kessler,CT,41.3678,-73.1449,Organic,2586,56,95.3824,173.89839999999998,416.6257,467.4666,6.0,0.0,yahoo
1388,1389,Henriette O'Connell,SC,33.2505,-80.7431,Organic,2991,27,555.5251,1942.0345,1234.8477,277.3351,24.0,0.041666666666666664,yahoo
1389,1390,Marc Macejkovic,OH,39.615,-84.792,Facebook,2505,36,1956.917,2411.4268,639.2362999999999,2083.3720000000003,27.0,0.037037037037037035,gmail
1390,1391,Mittie Treutel,FL,29.8055,-81.5809,Organic,3046,31,1041.4668,1093.7259,766.6313,399.4936,14.0,0.14285714285714285,hotmail
1391,1392,Pietro Swift,CA,36.6516,-121.624,Organic,2662,62,177.0128,257.1084,31.3838,168.063,5.0,0.0,hotmail
1392,1393,Lamont Ondricka,NY,42.693,-78.0006,Affiliate,2966,51,,,,,,,hotmail
1393,1394,Mayra Hermann,MT,48.5369,-109.698,Facebook,2401,60,609.6766,6347.466700000001,398.95399999999995,658.3232,14.0,0.07142857142857142,gmail
1394,1395,Jude Pacocha,VA,37.5976,-79.0826,Organic,2437,62,394.2065,581.2268,1026.1587,1466.5079,18.0,0.05555555555555555,gmail
1395,1396,Rupert Ondricka,WY,41.1763,-105.83,Twitter,2558,64,290.5323,1704.1677,87.86609999999999,81.5978,8.0,0.125,yahoo
1396,1397,Antwon Reichel,WI,45.1875,-92.0415,Organic,2857,41,,,,,,,hotmail
1397,1398,Cale Ankunding,MT,46.2158,-104.625,Affiliate,2529,33,456.4261,336.723,225.60510000000002,280.14419999999996,8.0,0.0,hotmail
1398,1399,Jamison Rodriguez,TX,29.7607,-97.7325,Twitter,2887,63,,,,,,,hotmail
1399,1400,Sherman Schmitt,CO,38.6832,-106.992,Twitter,2804,32,,,,,,,gmail
1400,1401,Wilburn Bernhard,IA,42.0659,-91.5037,Facebook,3069,64,0.0,191.5425,322.6339,670.8453000000001,7.0,0.2857142857142857,yahoo
1401,1402,Natalia Herzog,CA,34.0909,-116.269,Facebook,2703,46,637.5801,1249.5735,1217.0884,153.5817,17.0,0.29411764705882354,hotmail
1402,1403,Alverta Rogahn,KS,37.1489,-100.145,Twitter,2161,36,,,,,,,hotmail
1403,1404,Nina Marvin,PA,40.8301,-78.3285,Facebook,2849,45,,,,,,,gmail
1404,1405,Leo Toy,NE,40.8327,-102.027,Twitter,2573,31,0.0,70.298,294.8981,358.0076,5.0,0.4,hotmail
1405,1406,Jefferey Auer,LA,31.2528,-93.4339,Twitter,3121,47,,,,,,,hotmail
1406,1407,Lorna Greenholt,NY,43.1328,-74.1154,Google,2331,60,469.299,697.9003,0.0,234.6126,6.0,0.0,yahoo
1407,1408,Lilly Veum,AK,61.988,-147.014,Affiliate,2448,53,0.0,74.0356,229.63440000000003,672.325,5.0,0.0,yahoo
1408,1409,Destinee Mills,TX,30.59,-104.07,Twitter,2986,37,,,,,,,hotmail
1409,1410,Efren Kshlerin,KY,37.0965,-86.1343,Twitter,2462,56,922.3604,63.455,426.8486,1855.676,18.0,0.1111111111111111,hotmail
1410,1411,Lilly Harber,PA,41.5211,-79.9953,Organic,2886,27,244.6255,0.0,149.891,174.9393,3.0,0.0,yahoo
1411,1412,Leilani McCullough,TX,28.9136,-95.9761,Twitter,3048,33,,,,,,,gmail
1412,1413,Erick Nitzsche,ND,47.4793,-98.7133,Facebook,2895,31,,,,,,,yahoo
1413,1414,Delores Kuhlman,WA,46.9019,-117.755,Google,3087,27,497.60560000000004,912.1946,2362.2780000000002,518.403,14.0,0.14285714285714285,gmail
1414,1415,Anita Frami,IN,41.1758,-86.3298,Twitter,2260,60,267.13120000000004,376.7982,27.4965,129.0095,8.0,0.0,hotmail
1415,1416,Michel Wilderman,NY,43.1014,-78.2495,Facebook,2273,56,303.3501,95.6148,255.3606,654.5856,11.0,0.09090909090909091,yahoo
1416,1417,Greg Purdy,MT,48.6787,-113.818,Facebook,2187,31,541.282,427.2416,2302.8018,1087.2993999999999,8.0,0.125,gmail
1417,1418,Reagan Senger,AL,32.0252,-86.6599,Affiliate,2144,32,,,,,,,gmail
1418,1419,Angelica Towne,IA,43.2662,-96.1978,Organic,2653,53,406.23900000000003,1503.4966,100.0344,890.1681,13.0,0.15384615384615385,hotmail
1419,1420,Leonardo Langworth,MT,46.2788,-111.233,Google,2301,54,35.149,284.6575,448.64160000000004,0.0,5.0,0.0,gmail
1420,1421,Cornell Cartwright,WA,46.5612,-117.528,Organic,2923,50,400.42780000000005,727.9544999999999,191.5838,451.5294,9.0,0.0,gmail
1421,1422,Sigrid Maggio,IL,38.5058,-88.7177,Organic,2140,33,1616.4,120.19839999999999,975.2226,162.9855,12.0,0.16666666666666666,hotmail
1422,1423,Randi Howe,TX,30.9198,-94.1673,Facebook,2961,59,281.394,474.5057,1010.3948,1844.6178,20.0,0.1,gmail
1423,1424,Rey Schumm,KS,38.8272,-98.4199,Google,3190,45,158.7512,0.0,98.7782,0.0,2.0,0.0,hotmail
1424,1425,Annabelle Ernser,IA,43.2543,-94.0151,Twitter,2876,28,,,,,,,gmail
1425,1426,Filiberto Armstrong,TX,33.1439,-94.7449,Twitter,2154,58,59.6043,344.0294,401.42130000000003,699.1367,8.0,0.25,hotmail
1426,1427,Daphne Gulgowski,MT,47.4591,-112.84,Google,2296,34,,,,,,,gmail
1427,1428,Garrick Rolfson,OH,39.012,-83.8194,Twitter,2385,28,250.7591,299.89750000000004,583.515,1605.274,12.0,0.08333333333333333,hotmail
