id,name,email,city,state,zip,birth_date,latitude,longitude,source,dayduration,age
1339,Candida Turcotte,candida-turcotte@yahoo.com,Augusta,GA,30901,1973-01-14,33.4579,-81.9674,Google,2615,51
1340,Lucinda Schmeler,schmeler-lucinda@hotmail.com,Colcord,OK,74338,1998-01-23,36.2712,-94.7353,Organic,2957,26
1341,Sigrid Runolfsdottir,runolfsdottir-sigrid@gmail.com,Poplarville,MS,39470,1965-01-01,30.9326,-89.5662,Facebook,2666,59
1342,Brittany Thompson,thompson-brittany@yahoo.com,Ash Grove,MO,65604,1979-10-20,37.2914,-93.5638,Twitter,2682,45
1343,Brianne Jacobson,brianne-jacobson@yahoo.com,Castana,IA,51010,1971-12-23,42.1302,-95.9202,Twitter,2608,53
1344,Buddy Hills,buddy-hills@gmail.com,Traverse City,MI,49684,1966-11-11,44.8609,-85.6625,Twitter,2139,58
1345,Alice Connelly,connelly-alice@gmail.com,Doniphan,NE,68832,1985-09-14,40.7873,-98.3403,Facebook,3133,39
1346,Gerard Ruecker,gerard.ruecker@hotmail.com,Burkeville,VA,23922,1986-11-02,37.1774,-78.1801,Facebook,3174,38
1347,Mya Gleason,mya-gleason@yahoo.com,Brumley,MO,65017,1994-10-21,38.0327,-92.4762,Facebook,2464,30
1348,Maryam Nolan,nolan-maryam@hotmail.com,Unalaska,AK,99692,1989-09-30,53.894,-166.543,Organic,3040,35
1349,London Ryan,ryan-london@yahoo.com,Corning,CA,96021,1980-01-04,39.9814,-122.274,Organic,2748,44
1350,Jacey Schoen,jacey.schoen@hotmail.com,Willow,AK,99688,1996-08-10,61.7039,-150.143,Google,2905,28
1351,Carolina Crona,crona.carolina@yahoo.com,Hyannis,NE,69350,1979-06-17,42.0,-101.714,Twitter,3201,45
1352,Gaston McCullough,gaston.mccullough@hotmail.com,Jackson,MI,49203,1983-03-04,42.1886,-84.3864,Affiliate,2244,41
1353,Merritt Hintz,hintz.merritt@gmail.com,Delhi,CA,95315,1965-09-13,37.404,-120.802,Twitter,2170,59
1354,Melisa Reynolds,reynolds-melisa@hotmail.com,Chappell Hill,TX,77426,1984-04-22,30.0697,-96.2769,Affiliate,2239,40
1355,Miracle Erdman,miracle.erdman@gmail.com,Sidney,NE,69162,1972-05-07,41.2071,-102.807,Organic,3086,52
1356,Tressie Boyle,tressie-boyle@hotmail.com,Pierceton,IN,46562,1998-02-02,41.2919,-85.6941,Organic,2943,26
1357,Orlo Romaguera,romaguera.orlo@yahoo.com,Aledo,IL,61231,1991-07-24,41.1399,-90.6579,Organic,2860,33
1358,Chadd Doyle,chadd.doyle@hotmail.com,Towanda,KS,67144,1968-06-29,37.814,-96.9759,Twitter,2496,56
1359,Brett Koepp,koepp.brett@yahoo.com,New Albany,MS,38652,1975-12-24,34.481,-89.0451,Affiliate,2980,49
1360,Kaleigh Dicki,kaleigh.dicki@hotmail.com,Beaumont,TX,77713,1986-08-13,30.0816,-94.2733,Organic,2947,38
1361,Jadyn Barrows,barrows-jadyn@gmail.com,Avon,IL,61415,1966-10-07,40.6779,-90.315,Facebook,2845,58
1362,Marcus Kuhn,marcus.kuhn@hotmail.com,Tonopah,AZ,85354,1993-12-16,33.4827,-113.101,Organic,2416,31
1363,Toy Osinski,toy-osinski@hotmail.com,Alexander,IA,50420,1973-10-03,42.8116,-93.4376,Organic,2577,51
1364,Trevor Smith,smith.trevor@yahoo.com,Many,LA,71449,1984-03-01,31.5672,-93.5245,Google,3149,40
1365,Mollie Kozey,mollie.kozey@hotmail.com,Holts Summit,MO,65043,1963-09-28,38.6182,-92.1926,Organic,2618,61
1366,Carlie Hilll,carlie-hilll@hotmail.com,Ainsworth,NE,69210,1969-08-08,42.3862,-99.8827,Twitter,3195,55
1367,Bonnie Kemmer,kemmer.bonnie@hotmail.com,Camden,SC,29020,1983-12-24,34.3918,-80.7249,Twitter,2565,41
1368,Hugh Konopelski,konopelski-hugh@gmail.com,Pine,CO,80470,1968-10-18,39.3702,-105.376,Twitter,2686,56
1369,Rosalee Reinger,rosalee-reinger@gmail.com,Starkweather,ND,58377,1963-10-03,48.5439,-98.8272,Facebook,2577,61
1370,Emanuel Corwin,emanuel-corwin@gmail.com,Guffey,CO,80820,1982-09-26,38.9132,-105.703,Twitter,2306,42
1371,Ida Kohler,kohler.ida@gmail.com,Valdosta,GA,31601,1996-01-17,30.7317,-83.4886,Facebook,2418,28
1372,Celestine Rowe,rowe-celestine@gmail.com,Honeoye Falls,NY,14472,1966-02-18,42.9407,-77.5614,Affiliate,2818,58
1373,Salvatore Hand,salvatore.hand@yahoo.com,Wakarusa,KS,66546,1999-08-03,38.8894,-95.7327,Organic,2275,25
1374,Kory Bosco,bosco.kory@yahoo.com,McCall,ID,83638,1987-10-26,45.2383,-115.813,Google,3020,37
1375,Serena Langosh,serena.langosh@yahoo.com,Springfield,TN,37172,1967-02-01,36.4924,-86.9663,Organic,2708,57
1376,Nova Collins,nova-collins@yahoo.com,Lovington,NM,88260,1963-08-20,32.9093,-103.266,Google,2303,61
1377,Lempi Wyman,wyman-lempi@yahoo.com,Holly Springs,MS,38635,1989-06-27,34.7795,-89.2972,Organic,2249,35
1378,Magdalen Torp,torp.magdalen@yahoo.com,Howard,PA,16841,1970-03-30,40.9874,-77.5623,Affiliate,2465,54
1379,Domenick Cormier,cormier.domenick@gmail.com,Sedro-Woolley,WA,98284,1992-09-29,48.5015,-122.195,Twitter,2173,32
1380,Ruthe Hane,ruthe-hane@hotmail.com,Bybee,TN,37713,1997-11-20,36.1746,-83.1806,Facebook,2642,27
1381,Kiarra O'Kon,kon-o-kiarra@yahoo.com,Dodge Center,MN,55927,1972-01-05,44.0435,-92.8169,Organic,3074,52
1382,Carol Feil,carol.feil@hotmail.com,Greenville,AL,36037,1959-09-13,31.8285,-86.6683,Twitter,2353,65
1383,Una Hermann,hermann.una@yahoo.com,Bryan,TX,77808,1975-03-19,30.7944,-96.2974,Organic,2274,49
1384,Timothy Trantow,trantow-timothy@yahoo.com,Ballston Spa,NY,12020,1981-05-20,42.9793,-73.9589,Facebook,2948,43
1385,Evangeline Hartmann,evangeline-hartmann@yahoo.com,Sherman,TX,75092,1977-09-05,33.6857,-96.7741,Google,2231,47
1386,Eliza Anderson,anderson-eliza@hotmail.com,Wellington,IL,60973,1997-07-21,40.5598,-87.7348,Facebook,2191,27
1387,Linnea Dickens,linnea.dickens@gmail.com,McGehee,AR,71654,1997-08-31,33.6264,-91.4221,Organic,2487,27
1388,Ronny Kessler,ronny-kessler@yahoo.com,Seymour,CT,6483,1968-07-17,41.3678,-73.1449,Organic,2583,56
1389,Henriette O'Connell,connell-o-henriette@yahoo.com,Branchville,SC,29432,1997-01-21,33.2505,-80.7431,Organic,2988,27
1390,Marc Macejkovic,macejkovic-marc@gmail.com,College Corner,OH,45003,1988-02-16,39.615,-84.792,Facebook,2502,36
1391,Mittie Treutel,mittie.treutel@hotmail.com,Palatka,FL,32177,1993-12-15,29.8055,-81.5809,Organic,3043,31
1392,Pietro Swift,swift.pietro@hotmail.com,Salinas,CA,93901,1962-12-01,36.6516,-121.624,Organic,2659,62
1393,Lamont Ondricka,ondricka-lamont@hotmail.com,Perry,NY,14530,1973-08-23,42.693,-78.0006,Affiliate,2963,51
1394,Mayra Hermann,mayra.hermann@gmail.com,Havre,MT,59501,1964-12-03,48.5369,-109.698,Facebook,2398,60
1395,Jude Pacocha,jude-pacocha@gmail.com,Amherst,VA,24521,1962-10-02,37.5976,-79.0826,Organic,2434,62
1396,Rupert Ondricka,rupert.ondricka@yahoo.com,Laramie,WY,82070,1960-03-01,41.1763,-105.83,Twitter,2555,64
1397,Antwon Reichel,reichel-antwon@hotmail.com,Prairie Farm,WI,54762,1983-12-27,45.1875,-92.0415,Organic,2854,41
1398,Cale Ankunding,ankunding.cale@hotmail.com,Plevna,MT,59344,1991-09-12,46.2158,-104.625,Affiliate,2526,33
1399,Jamison Rodriguez,rodriguez-jamison@hotmail.com,Luling,TX,78648,1961-07-16,29.7607,-97.7325,Twitter,2884,63
1400,Sherman Schmitt,schmitt-sherman@gmail.com,Gunnison,CO,81230,1992-12-03,38.6832,-106.992,Twitter,2801,32
1401,Wilburn Bernhard,bernhard-wilburn@yahoo.com,Marion,IA,52302,1960-07-15,42.0659,-91.5037,Facebook,3066,64
1402,Natalia Herzog,herzog.natalia@hotmail.com,Joshua Tree,CA,92252,1978-10-16,34.0909,-116.269,Facebook,2700,46
1403,Alverta Rogahn,alverta-rogahn@hotmail.com,Meade,KS,67864,1988-06-25,37.1489,-100.145,Twitter,2158,36
1404,Nina Marvin,marvin-nina@gmail.com,Houtzdale,PA,16651,1979-10-01,40.8301,-78.3285,Facebook,2846,45
1405,Leo Toy,leo.toy@hotmail.com,Venango,NE,69168,1993-04-03,40.8327,-102.027,Twitter,2570,31
1406,Jefferey Auer,auer-jefferey@hotmail.com,Anacoco,LA,71403,1977-06-26,31.2528,-93.4339,Twitter,3118,47
1407,Lorna Greenholt,lorna.greenholt@yahoo.com,Broadalbin,NY,12025,1964-11-06,43.1328,-74.1154,Google,2328,60
1408,Lilly Veum,lilly-veum@yahoo.com,Glennallen,AK,99588,1971-04-01,61.988,-147.014,Affiliate,2445,53
1409,Destinee Mills,mills-destinee@hotmail.com,Fort Davis,TX,79734,1987-05-30,30.59,-104.07,Twitter,2983,37
1410,Efren Kshlerin,efren-kshlerin@hotmail.com,Park City,KY,42160,1968-10-29,37.0965,-86.1343,Twitter,2459,56
1411,Lilly Harber,lilly.harber@yahoo.com,Cochranton,PA,16314,1997-08-08,41.5211,-79.9953,Organic,2883,27
1412,Leilani McCullough,mccullough-leilani@gmail.com,Bay City,TX,77414,1991-11-09,28.9136,-95.9761,Twitter,3045,33
1413,Erick Nitzsche,nitzsche.erick@yahoo.com,Glenfield,ND,58443,1993-11-05,47.4793,-98.7133,Facebook,2892,31
1414,Delores Kuhlman,delores.kuhlman@gmail.com,Endicott,WA,99125,1997-04-06,46.9019,-117.755,Google,3084,27
1415,Anita Frami,frami.anita@hotmail.com,Rochester,IN,46975,1964-10-11,41.1758,-86.3298,Twitter,2257,60
1416,Michel Wilderman,michel-wilderman@yahoo.com,Oakfield,NY,14125,1968-02-07,43.1014,-78.2495,Facebook,2270,56
1417,Greg Purdy,greg-purdy@gmail.com,West Glacier,MT,59936,1993-11-12,48.6787,-113.818,Facebook,2184,31
1418,Reagan Senger,senger-reagan@gmail.com,Fort Deposit,AL,36032,1992-06-09,32.0252,-86.6599,Affiliate,2141,32
1419,Angelica Towne,towne.angelica@hotmail.com,Doon,IA,51235,1971-09-22,43.2662,-96.1978,Organic,2650,53
1420,Leonardo Langworth,langworth.leonardo@gmail.com,Townsend,MT,59644,1970-12-06,46.2788,-111.233,Google,2298,54
1421,Cornell Cartwright,cornell-cartwright@gmail.com,Pomeroy,WA,99347,1974-01-17,46.5612,-117.528,Organic,2920,50
1422,Sigrid Maggio,sigrid.maggio@hotmail.com,Iuka,IL,62849,1991-09-22,38.5058,-88.7177,Organic,2137,33
1423,Randi Howe,howe-randi@gmail.com,Jasper,TX,75951,1965-06-30,30.9198,-94.1673,Facebook,2958,59
1424,Rey Schumm,rey-schumm@hotmail.com,Wilson,KS,67490,1979-04-30,38.8272,-98.4199,Google,3187,45
1425,Annabelle Ernser,ernser-annabelle@gmail.com,Titonka,IA,50480,1996-07-25,43.2543,-94.0151,Twitter,2873,28
1426,Filiberto Armstrong,armstrong-filiberto@hotmail.com,Omaha,TX,75571,1966-07-06,33.1439,-94.7449,Twitter,2151,58
1427,Daphne Gulgowski,daphne-gulgowski@gmail.com,Augusta,MT,59410,1990-08-01,47.4591,-112.84,Google,2293,34
1428,Garrick Rolfson,garrick-rolfson@hotmail.com,Sardinia,OH,45171,1996-09-14,39.012,-83.8194,Twitter,2382,28
1429,Kris Schinner,kris-schinner@hotmail.com,Coxs Creek,KY,40013,1984-02-22,37.9904,-85.4719,Organic,2789,40
1430,Reyna Greenholt,reyna-greenholt@yahoo.com,Bryan,TX,77808,1989-11-02,30.7841,-96.2469,Organic,2650,35
1431,Mireya Sporer,sporer-mireya@hotmail.com,Midpines,CA,95345,1998-10-23,37.5706,-119.978,Organic,2514,26
1432,Willie Nikolaus,nikolaus-willie@yahoo.com,Shawnee,OK,74801,1992-06-12,35.3527,-97.11,Facebook,3213,32
1433,Brennon Gerlach,brennon-gerlach@hotmail.com,Taylor,TX,76574,1969-05-18,30.5571,-97.3734,Affiliate,2193,55
1434,Eladio Steuber,steuber-eladio@hotmail.com,Altoona,IA,50009,1970-10-10,41.6179,-93.4647,Google,2598,54
1435,Kiara Bayer,kiara.bayer@gmail.com,Rossville,TN,38066,1996-05-23,35.0252,-89.5594,Organic,3046,28
1436,Tyrel Runolfsson,tyrel.runolfsson@yahoo.com,Grand Mound,IA,52751,1964-09-10,41.8659,-90.7244,Twitter,2744,60
1437,Marjolaine Torp,torp-marjolaine@yahoo.com,Wynot,NE,68792,1994-02-04,42.7013,-97.0869,Google,2184,30
1438,Therese Schuppe,schuppe-therese@yahoo.com,Purvis,MS,39475,1964-11-29,31.1845,-89.4513,Organic,2760,60
1439,Alayna Conroy,conroy.alayna@gmail.com,Chandler,MN,56122,1977-04-03,43.9193,-95.995,Facebook,3140,47
1440,Jean Hickle,hickle-jean@hotmail.com,Elyria,OH,44035,1982-09-13,41.4018,-82.1417,Twitter,2409,42
1441,Ashton Herman,ashton-herman@hotmail.com,Rushville,MO,64484,1977-06-11,39.6253,-95.0069,Twitter,2857,47
1442,Raoul DuBuque,dubuque-raoul@gmail.com,Immokalee,FL,34142,1967-07-24,26.4487,-81.2721,Affiliate,2800,57
1443,Tomasa Hartmann,hartmann-tomasa@yahoo.com,Solon Springs,WI,54873,1972-03-17,46.3332,-91.5333,Facebook,3170,52
1444,Kaleigh Harris,kaleigh.harris@gmail.com,Yuma,AZ,85365,1964-03-12,32.7213,-114.347,Affiliate,2680,60
1445,Cleve Crist,cleve.crist@gmail.com,Selma,NC,27576,1963-08-31,35.4923,-78.2276,Facebook,2561,61
1446,Gaetano Rogahn,gaetano-rogahn@hotmail.com,Mizpah,MN,56660,1961-06-05,47.9038,-94.0995,Twitter,2459,63
1447,Johathan Sanford,sanford-johathan@yahoo.com,Cascade,MT,59421,1984-01-26,47.1241,-111.55,Twitter,3170,40
1448,Deron Cremin,deron-cremin@gmail.com,Somerset,CO,81434,1972-10-10,38.8777,-107.177,Google,2455,52
1449,Jamar Miller,jamar.miller@hotmail.com,Whitefish,MT,59937,1959-11-27,48.4848,-114.399,Affiliate,2843,65
1450,Zachariah Bosco,bosco-zachariah@gmail.com,Mission,TX,78572,1977-05-17,26.2079,-98.3643,Facebook,2354,47
1451,Electa Stehr,electa-stehr@gmail.com,Shepherd,MI,48883,1973-09-05,43.4985,-84.8119,Affiliate,2920,51
1452,Angeline Romaguera,romaguera-angeline@yahoo.com,Keswick,VA,22947,1992-10-26,38.0396,-78.313,Organic,2531,32
1453,Ted Weber,ted-weber@gmail.com,Richmond,MO,64085,1987-02-01,39.4381,-93.829,Organic,3162,37
1454,Arnaldo Rice,rice.arnaldo@gmail.com,Vernon Center,MN,56090,1983-04-03,43.9438,-94.2441,Twitter,2479,41
1455,Brandyn Deckow,deckow-brandyn@yahoo.com,Eudora,KS,66025,1982-09-06,38.8859,-95.0957,Organic,2481,42
1456,Reyna Conroy,conroy.reyna@yahoo.com,Lexington,MI,48450,1964-06-17,43.33,-82.5362,Twitter,2458,60
1457,Lydia Schultz,lydia.schultz@yahoo.com,Allegan,MI,49010,1994-08-12,42.5477,-85.9206,Affiliate,2288,30
1458,Rex Boehm,rex.boehm@hotmail.com,Atwater,CA,95301,1996-01-15,37.3669,-120.665,Affiliate,3106,28
1459,Jarrett Emard,jarrett-emard@gmail.com,Oologah,OK,74053,1968-01-26,36.4113,-95.7506,Twitter,2800,56
1460,Miguel Stoltenberg,stoltenberg-miguel@gmail.com,Moorefield,WV,26836,1996-12-03,39.1291,-78.8882,Twitter,3205,28
1461,Benny Johnston,johnston.benny@gmail.com,Bonesteel,SD,57317,1964-09-27,43.0903,-98.9564,Facebook,2515,60
1462,Wilmer Leannon,wilmer.leannon@yahoo.com,Cle Elum,WA,98922,1984-04-29,47.1504,-120.872,Organic,2839,40
1463,Adolfo Flatley,adolfo.flatley@hotmail.com,Prospect Hill,NC,27314,1996-11-23,36.2594,-79.1616,Facebook,2878,28
1464,Jarrett Huel,huel-jarrett@gmail.com,Leland,IA,50453,1980-11-29,43.3785,-93.6759,Facebook,2195,44
1465,Meaghan Smith,smith-meaghan@yahoo.com,Dennison,MN,55018,1998-07-20,44.4032,-93.0074,Affiliate,3005,26
1466,Monserrate Hermiston,hermiston.monserrate@hotmail.com,Telephone,TX,75488,1999-10-13,33.8435,-95.9012,Affiliate,2369,25
1467,Ronny Jacobs,jacobs-ronny@hotmail.com,Flemingsburg,KY,41041,1991-01-02,38.3975,-83.6592,Facebook,2763,33
1468,Elvie Parisian,elvie.parisian@yahoo.com,Smithville,WV,26178,1978-01-07,39.0706,-80.9073,Organic,3010,46
1469,Dianna Murray,dianna-murray@gmail.com,Levelland,TX,79336,1986-11-26,33.7046,-102.589,Organic,2626,38
1470,Tanner Walker,tanner-walker@hotmail.com,Thomson,GA,30824,1977-05-14,33.4727,-82.4802,Affiliate,2193,47
1471,Edyth Roob,roob-edyth@yahoo.com,Throckmorton,TX,76483,1975-05-26,33.2287,-99.1953,Affiliate,2219,49
1472,Charity Blick,blick.charity@yahoo.com,Malta Bend,MO,65339,1964-10-02,39.1898,-93.3399,Affiliate,2916,60
1473,Arvel Lakin,arvel-lakin@gmail.com,Western,NE,68464,1970-04-07,40.3536,-97.2028,Organic,3169,54
1474,Dorthy Becker,dorthy.becker@yahoo.com,Pearisburg,VA,24134,1975-02-11,37.2789,-80.753,Affiliate,2449,49
1475,Kobe O'Keefe,keefe-kobe-o@hotmail.com,Bayboro,NC,28515,1965-10-08,35.1346,-76.7619,Twitter,3196,59
1476,Berneice White,white.berneice@gmail.com,Portales,NM,88130,1999-07-03,34.0696,-103.287,Google,2607,25
1477,Efrain Mante,mante-efrain@gmail.com,Marana,AZ,85653,1979-01-20,32.4297,-111.332,Google,2935,45
1478,Vernie Lakin,lakin-vernie@yahoo.com,East Canton,OH,44730,1992-09-27,40.7923,-81.2241,Affiliate,3212,32
1479,Colton Kuphal,kuphal.colton@gmail.com,Edmore,ND,58330,1992-09-22,48.4209,-98.4923,Affiliate,2674,32
1480,Floyd Douglas,floyd-douglas@gmail.com,Greenville,FL,32331,1959-09-22,30.5837,-83.7119,Organic,3189,65
1481,Erna Aufderhar,aufderhar-erna@yahoo.com,Livingston,TX,77351,1959-01-29,30.7143,-94.9024,Twitter,2571,65
1482,Connie Satterfield,satterfield-connie@yahoo.com,Billings,MT,59102,1962-10-23,45.7516,-108.604,Organic,2180,62
1483,Breanna Pollich,pollich-breanna@yahoo.com,Bremen,GA,30110,1968-08-18,33.7375,-85.2354,Affiliate,2763,56
1484,Ellsworth West,ellsworth.west@hotmail.com,Kettle River,MN,55757,1980-10-04,46.5845,-92.994,Affiliate,2294,44
1485,Erich Kris,erich.kris@gmail.com,Bokchito,OK,74726,1982-10-18,33.8833,-96.2164,Twitter,2587,42
1486,Iva Wuckert,wuckert.iva@hotmail.com,Woodville,MS,39669,1966-01-05,31.1658,-91.2508,Organic,2699,58
1487,Garret Schoen,schoen.garret@hotmail.com,Clay Center,KS,67432,1979-05-14,39.2246,-97.4268,Organic,2866,45
1488,Matt Kemmer,kemmer-matt@yahoo.com,Geneseo,KS,67444,1964-01-25,38.6539,-98.0197,Organic,2369,60
1489,Burnice Marks,burnice-marks@hotmail.com,Circle,MT,59215,1964-05-05,47.413,-105.774,Affiliate,2907,60
1490,Waylon Jaskolski,jaskolski-waylon@hotmail.com,Gladstone,ND,58630,1989-11-03,46.885,-102.562,Facebook,2661,35
1491,Payton Denesik,denesik-payton@gmail.com,Catlettsburg,KY,41129,1969-12-29,38.3291,-82.6988,Google,2136,55
1492,Jameson Grady,jameson-grady@yahoo.com,Castalia,OH,44824,1974-01-13,41.3519,-82.8445,Affiliate,2960,50
1493,Mustafa Gleason,mustafa.gleason@yahoo.com,Mokelumne Hill,CA,95245,1978-11-27,38.2941,-120.602,Organic,3001,46
1494,Viviane Kovacek,viviane.kovacek@yahoo.com,Horatio,AR,71842,1979-05-05,33.9168,-94.3842,Twitter,2871,45
1495,Dena Schiller,dena-schiller@yahoo.com,Bostic,NC,28018,1990-02-18,35.4727,-81.8052,Twitter,2523,34
1496,Eugenia Stroman,eugenia-stroman@yahoo.com,Lakeside,NE,69351,1988-05-30,42.1307,-102.48,Affiliate,3174,36
1497,Jensen Mills,jensen-mills@yahoo.com,Ochopee,FL,34141,1978-07-13,25.8698,-81.1734,Twitter,2635,46
1498,Giovani Lesch,giovani.lesch@hotmail.com,Sheridan,WY,82801,1983-07-29,44.6967,-107.214,Facebook,2194,41
1499,Lauryn Simonis,lauryn-simonis@yahoo.com,Jefferson,CO,80456,1981-11-24,39.1864,-105.499,Organic,2682,43
1500,Kadin Mraz,kadin.mraz@hotmail.com,Buchanan,ND,58420,1992-02-06,47.0809,-98.8166,Facebook,3150,32
1501,Winona Hickle,winona.hickle@gmail.com,Los Banos,CA,93635,1975-07-07,37.0224,-120.891,Facebook,2482,49
1502,Alayna Halvorson,alayna.halvorson@hotmail.com,Webster,ND,58382,1990-03-21,48.3704,-98.9302,Facebook,2241,34
1503,Amy Nolan,nolan-amy@hotmail.com,Brunson,SC,29911,1972-06-16,32.841,-81.2014,Twitter,3064,52
1504,Gracie Reichel,reichel.gracie@gmail.com,Pinckney,MI,48169,1979-04-20,42.4576,-84.0451,Organic,2376,45
1505,Joany Bartell,bartell-joany@gmail.com,Niles,MI,49120,1978-05-26,41.7912,-86.115,Facebook,3158,46
1506,Ashlee Douglas,ashlee-douglas@hotmail.com,Princeton,MA,1541,1983-02-13,42.4367,-71.8535,Facebook,2220,41
1507,Verla Legros,legros-verla@gmail.com,Prineville,OR,97754,1998-08-26,44.3916,-120.938,Facebook,3103,26
1508,Danial Kohler,kohler.danial@hotmail.com,Pittsburg,TX,75686,1977-02-03,32.8856,-94.8105,Google,3023,47
1509,Henry Rowe,henry-rowe@yahoo.com,Drumright,OK,74030,1960-12-22,36.012,-96.5595,Twitter,2781,64
1510,Evelyn Weissnat,weissnat.evelyn@yahoo.com,Abbeville,GA,31001,1997-09-22,31.9861,-83.3008,Affiliate,3099,27
1511,Otis Murazik,murazik.otis@yahoo.com,Coulterville,CA,95311,1980-09-26,37.6787,-120.196,Facebook,2635,44
1512,Kade Heathcote,kade-heathcote@gmail.com,Kila,MT,59920,1994-02-14,48.0268,-114.513,Twitter,2163,30
1513,Hortense Donnelly,hortense.donnelly@gmail.com,Davenport,WA,99122,1973-01-21,47.6827,-118.235,Google,2329,51
1514,Shaniya Roob,roob.shaniya@gmail.com,Lemhi,ID,83465,1965-02-10,44.8173,-113.685,Facebook,3073,59
1515,Mylene Kessler,kessler.mylene@yahoo.com,Columbus,NC,28722,1968-01-21,35.2202,-82.0926,Facebook,2270,56
1516,Sydnie Labadie,labadie.sydnie@hotmail.com,Cadiz,KY,42211,1965-08-02,36.8504,-87.956,Facebook,2715,59
1517,Clifton Tremblay,tremblay-clifton@gmail.com,Fallon,MT,59326,1961-06-04,46.7722,-104.714,Organic,2356,63
1518,Serena Ziemann,ziemann-serena@gmail.com,Roosevelt,WA,99356,1968-10-25,45.8194,-120.422,Affiliate,2226,56
1519,Ashley Price,ashley.price@gmail.com,Emerson,IA,51533,1987-06-02,41.1167,-95.3385,Google,2416,37
1520,Vilma Bednar,vilma.bednar@gmail.com,Union Springs,AL,36089,1973-08-22,32.0651,-85.7054,Facebook,2176,51
1521,Terry Lehner,lehner.terry@hotmail.com,Reliance,SD,57569,1976-02-27,43.9631,-99.5404,Facebook,2445,48
1522,Edmund Adams,edmund-adams@gmail.com,Broadalbin,NY,12025,1997-10-18,43.1265,-74.08,Organic,3149,27
1523,Mathilde Weissnat,weissnat.mathilde@hotmail.com,Washington,NC,27889,1999-02-17,35.5943,-77.0982,Facebook,3029,25
1524,Emma Crona,crona.emma@yahoo.com,Covelo,CA,95428,1969-04-03,39.8353,-123.13,Google,3161,55
1525,Quentin Morar,morar.quentin@hotmail.com,Necedah,WI,54646,1991-07-20,44.0338,-90.0817,Facebook,2283,33
1526,Tyson Stehr,stehr.tyson@gmail.com,Whitefield,ME,4353,1991-10-13,44.2287,-69.6215,Twitter,2391,33
1527,Annabell Tremblay,tremblay.annabell@gmail.com,Fisher,MN,56723,1963-12-09,47.8437,-96.739,Google,2462,61
1528,Donny Murazik,murazik-donny@hotmail.com,Winder,GA,30680,1980-10-29,34.0541,-83.7507,Organic,3115,44
1529,Deontae Brown,brown-deontae@gmail.com,Royal Center,IN,46978,1989-12-31,40.8422,-86.4464,Google,2689,35
1530,Meta Abbott,abbott.meta@hotmail.com,Keosauqua,IA,52565,1977-09-24,40.7876,-91.9681,Facebook,2752,47
1531,Jabari Schimmel,jabari.schimmel@gmail.com,Rapid River,MI,49878,1972-09-05,45.7504,-86.9129,Affiliate,2771,52
1532,Marquis Fisher,marquis-fisher@gmail.com,Dickinson,ND,58601,1983-03-07,46.9344,-102.877,Google,2904,41
1533,Alexanne Klocko,klocko-alexanne@gmail.com,Bluffs,IL,62621,1991-08-11,39.7105,-90.6077,Google,2293,33
1534,Chelsie Bergstrom,bergstrom-chelsie@yahoo.com,Buhl,ID,83316,1958-05-29,42.6514,-114.867,Affiliate,3051,66
1535,Eleonore Towne,eleonore-towne@yahoo.com,Dillon,CO,80435,1991-03-02,39.5933,-106.02,Twitter,2253,33
1536,Reece Kozey,kozey.reece@gmail.com,Pickett,WI,54964,1979-03-22,43.8634,-88.6968,Organic,2181,45
1537,Jessyca Mayert,mayert.jessyca@gmail.com,Spencer,WV,25276,1973-11-02,38.8217,-81.3836,Organic,2657,51
1538,Blanche Bednar,bednar.blanche@hotmail.com,Juneau,AK,99801,1977-12-15,58.2438,-134.296,Facebook,2670,47
1539,Jean Zulauf,jean.zulauf@yahoo.com,Lockport,NY,14094,1999-08-31,43.151,-78.5805,Twitter,2226,25
1540,Blaze Barrows,blaze.barrows@hotmail.com,Grandview,TN,37337,1998-03-09,35.7706,-84.9296,Facebook,2772,26
1541,Dudley Upton,dudley.upton@gmail.com,Owenton,KY,40359,1980-03-21,38.3971,-84.7471,Affiliate,2486,44
1542,Camille Koepp,camille.koepp@yahoo.com,Farmersville,TX,75442,1976-12-27,33.2655,-96.3047,Organic,2876,48
1543,Madelyn Hermann,hermann-madelyn@hotmail.com,South Fork,CO,81154,1959-07-12,37.7643,-106.799,Google,2285,65
1544,Lionel Stoltenberg,lionel.stoltenberg@yahoo.com,Marthaville,LA,71450,1998-07-03,31.8048,-93.3723,Organic,3050,26
1545,Kendall Dare,dare-kendall@hotmail.com,Granada,CO,81041,1989-02-27,38.0211,-102.302,Twitter,2791,35
1546,Casimer Ward,casimer-ward@yahoo.com,Little Suamico,WI,54141,1978-12-22,44.6888,-87.9904,Google,2582,46
1547,Monique Cummerata,monique.cummerata@gmail.com,Palisades,WA,98845,1990-09-20,47.3486,-119.986,Facebook,2405,34
1548,Ethyl Zboncak,zboncak.ethyl@hotmail.com,Fort Stockton,TX,79735,1988-03-22,30.6165,-102.566,Organic,2655,36
1549,Javon Jast,jast.javon@gmail.com,Sutherland,NE,69165,1990-12-03,41.5702,-101.388,Organic,2992,34
1550,Rosina Von,von-rosina@hotmail.com,Chico,CA,95928,1998-09-21,39.8311,-121.707,Organic,2634,26
1551,Nannie Boehm,nannie-boehm@hotmail.com,Charlotte,NC,28213,1983-06-08,35.2979,-80.7213,Affiliate,2708,41
